10598,17454,16276,10039,14313,27333,16827
15083,34137,49445,42544,35693,37434,33256
48056,37091,43779,15097,48639,26500,17060
17685,38420,43877,14641,14164,32833,10452
29686,21116,28213,35739,18715,14906,37406
47730,23828,30099,12708,33858,13843,27119
14945,12273,46960,25882,25836,19834,40255
10768,37867,42558,44359,49531,17633,33808
45218,38164,46070,27018,15968,29278,29227
18578,15738,31315,15476,11814,15268,39368
45693,25251,28072,48712,43556,14068,40745
39759,22458,40013,43065,48187,19925,49332
18603,24573,25574,23508,19337,44539,10103
28478,33640,15773,18830,43844,16639,42962
24465,30754,14592,47901,29797,48234,31298
41470,30398,45821,13315,17683,44369,25932
32172,39238,30653,37443,18887,43590,38988
18541,40868,10316,35835,48095,30482,17605
39126,19770,44311,39148,32483,25424,36937
49363,46148,19216,25847,49838,39938,12883
46160,15098,27004,25029,21097,21984,26863
30568,20620,22596,42825,18533,23752,20648
31388,24933,24026,19527,25384,19430,38685
10055,20709,49334,23205,49512,16577,35080
19390,40616,25366,44112,45080,24293,21526
11306,19204,45396,36111,46396,28626,40219
49725,36797,24165,37441,40196,15715,19304
40994,37464,10117,24062,20464,46558,45226
24186,31739,46487,25219,32283,20637,12420
33353,37438,33878,10262,38081,37348,37332
28046,44241,28550,33692,23505,29465,18399
32623,35052,39317,22365,22304,32316,28618
10485,37079,17236,34214,33349,32175,12089
37052,49826,23399,42764,17114,44535,10572
47454,27149,32656,13046,20756,43147,39152
42640,30809,42992,27088,29576,15476,11382
47995,37901,47448,42648,40462,18948,11670
12073,24160,24548,46419,41097,32692,35640
42870,34775,41494,27897,14359,26751,40396
20338,11170,13959,36662,34744,44142,21799
34421,48846,24857,25741,14186,23636,35797
40022,11248,37603,44235,41245,16949,26789
31282,31082,23795,11231,34670,18426,31373
31916,20679,29775,11329,45745,34900,48188
28813,36454,49805,25572,33226,16619,36312
39776,22826,47400,13810,17471,47426,14213
12781,17533,41822,24067,33303,49367,15306
30477,42372,33997,39828,17376,33578,19686
39972,45130,26600,43344,38303,11424,32606
37423,29997,29520,44311,29555,41233,44917
