24188,36393,47129,37710,18733,38632,15252
48351,36852,28302,47229,36247,34430,44056
16892,25833,43647,40521,15193,33558,25149
11431,27740,26972,32550,11105,10696,13958
46581,31300,32468,27353,37929,34886,39032
16273,43087,15734,25754,36207,38273,30355
28528,25524,26400,32704,26722,47950,38186
30670,13362,41399,32626,24235,39807,40864
20772,40765,38459,31621,25914,42831,39438
14844,10465,26757,22741,17386,39981,41376
11407,41018,19986,41388,36900,18034,49371
31932,49944,24608,16625,17742,46688,34707
42063,12978,42867,40031,47367,39787,47874
35590,47781,20545,43119,34065,45678,39108
41382,21232,19922,25518,39482,16605,31469
42924,37141,47907,27574,41388,31775,20620
12415,39485,29513,43272,26614,37226,24451
26761,38382,12177,12068,18214,25417,32549
39532,18461,21454,45711,42397,25040,37498
39396,40312,27824,23913,39692,15603,36280
34625,40047,45275,46187,17621,29784,13232
42833,30686,39438,30812,14334,42225,26628
14116,15484,14023,20584,11958,49562,28481
21295,47130,15353,22526,35009,35362,49125
13969,48733,44732,16778,15957,30773,33160
30056,17761,35356,20817,46931,22735,17196
16708,49812,39453,13079,26384,44742,18685
20952,42563,10744,45948,27300,10467,15217
47063,18071,26286,22753,30402,12238,48373
41917,14239,23161,30533,27384,21115,32439
21894,23199,21268,38885,33349,28092,31440
28343,40831,42968,42889,16319,29883,32567
20779,13954,22552,44423,19363,13368,19157
25631,16773,25481,29470,11281,16490,12577
20608,29181,24595,23185,31762,40705,47935
45167,31298,38855,21706,47665,32465,42029
40993,48515,19027,36085,31432,33897,12278
21780,34060,13179,20899,40278,42496,10018
12827,41481,42355,17899,11537,31793,29222
24574,22285,36315,22405,18792,12773,24716
17228,23049,45117,38880,10442,12190,35492
39827,26784,43178,49350,17205,15631,21744
15728,39451,35224,12706,35886,45178,29955
37288,22818,48956,27955,19878,32600,26353
48408,36339,25718,18747,16258,42868,40913
23473,41052,33552,39098,28868,36186,40616
49391,18060,27263,45874,12220,32231,25595
42761,25662,20830,42856,42480,14263,13152
48224,32281,11133,42078,39073,10274,32883
35070,29741,29597,28363,35001,27244,39197
45815,21767,29484,15141,28045,18000,41021
34004,11629,29065,16093,46155,23578,49880
25752,49234,13562,20091,10124,23868,17183
31458,19843,36470,44582,28854,24802,39331
42398,12668,31831,18203,13060,21535,33107
10899,19504,11747,25408,26409,35630,19191
42192,44902,24551,36495,44308,10532,38659
32101,25759,14889,13622,31949,33159,35988
19617,25471,12428,36439,36933,25716,15365
19838,17157,13049,41101,11526,44021,42723
19942,45140,31945,43510,34437,27826,16718
26036,45865,34585,48939,12162,48153,27185
42006,16878,13608,21237,27400,19640,27049
20369,48740,18465,41904,11674,46698,27660
17664,23198,20317,48395,32852,28355,20406
12506,31912,37951,39942,37629,34375,31733
36117,29478,12481,11532,33693,37018,31971
41534,30429,41597,15481,31103,26836,39131
38025,18412,26337,23955,24356,38448,16546
43902,39378,16345,49682,25759,47037,43434
40170,10772,10774,16447,40122,22201,37861
45443,27579,21913,27820,12016,40677,31950
21157,14237,23166,46802,15966,10269,23220
36126,30308,21396,22442,33541,46791,10250
20558,29738,23016,46004,28850,20676,44702
49985,23611,19948,10659,47704,23960,44374
33121,21288,31678,31320,43229,43232,45888
37477,23438,13928,20010,23529,41032,13414
48639,44994,28318,17755,24112,38389,39622
34753,36997,24438,18319,24568,30538,38737
21553,36730,11430,45921,18367,31248,44150
22004,20961,41367,24898,44641,41951,35855
24579,46849,23406,25172,35077,45746,46679
41849,33118,25272,20317,43547,11927,49985
11772,24471,37046,29039,36010,12283,28715
22376,12976,38610,23893,46244,43411,31877
40766,34209,49431,43634,49134,48544,11541
38481,47755,22530,10360,24283,21003,30614
39812,47658,27471,10876,24043,14332,25990
34011,22421,34542,35729,15764,16382,12010
39719,40098,25614,26022,37343,26592,14487
19010,38212,41622,37593,21436,33945,26260
47958,14521,20127,39593,48867,35925,30162
37688,13392,32478,19726,49435,41893,10243
27858,27827,14189,43569,10995,40712,43929
14321,22857,32421,24278,24797,21965,12922
36253,18401,13306,37502,13448,10733,18778
17066,39488,46315,48660,31140,17062,42728
19329,45326,18796,46076,49875,17549,13415
31380,12682,45419,27350,36262,32660,12571
