33051,12355,37509,15784,30919,15325,42207
46293,11922,47980,14693,36106,34449,41989
40938,43692,37572,19442,39291,19679,23697
25508,43806,27371,22729,21602,41512,15024
40819,48291,24466,27638,35409,47031,12199
38132,28210,16407,38619,45065,21294,48968
26452,33508,49495,16981,45614,36303,32284
32887,18466,42546,24920,45377,35316,26027
39812,46208,42248,28068,43697,15173,17584
11639,28411,46221,16033,30023,12055,41113
28124,15863,41585,48322,14037,49603,10119
29699,21352,43669,45237,22134,48430,48394
42225,38796,18703,26545,14956,17973,22415
28888,31030,48058,41996,38853,24733,18470
46489,12665,42150,28577,16740,49362,48283
37792,40485,12685,31925,27828,34097,30689
37245,11296,29360,37766,30287,29257,13144
11876,29053,43527,30444,22522,15691,15513
33749,16665,48625,45036,11492,12117,13316
10125,14902,13903,30629,40766,25183,46024
27878,31254,11208,15008,21973,37611,20082
23435,33968,28279,36296,49777,42057,47419
24428,30770,43707,31370,27235,31839,45070
43478,22573,22637,13856,31554,16144,15572
41911,11151,30318,12899,16302,31515,25394
35403,11567,15477,11492,43365,30220,42210
16419,34362,35297,29623,42695,33196,40594
36093,19341,45521,23099,33846,25973,19771
47062,10654,22640,23156,43377,44226,31094
34812,21888,41873,15146,15466,49840,36542
12381,48791,26169,32230,10175,30289,17966
29986,35896,39255,40271,15631,28496,19395
15531,10973,11403,47974,25498,21553,28612
32847,42080,37642,44696,32543,15408,16066
48678,14368,10420,49850,12757,45125,12766
49473,20122,29909,28291,49644,27231,20038
42649,34877,12856,25941,26737,37969,39638
11344,47979,45786,48031,29284,35375,37611
20103,32381,17228,44793,47215,12837,31347
16453,39192,10659,25803,44937,42239,26480
21994,16345,24384,30880,49508,49338,42967
10981,43397,14863,45021,20787,44638,27173
44086,31007,10921,20957,45346,31037,49568
36366,15062,22232,27996,39451,21300,47016
44656,27536,11399,49406,46376,44789,28600
49716,25144,37318,42012,23867,28516,23274
48430,32734,45199,15195,19440,41917,48564
35598,42483,27249,44416,45514,48020,14767
29664,23003,42291,24800,15551,15920,12161
39509,45748,26457,16070,14825,28570,25280
